FDID, Fire dept name, HQ addr1, HQ addr2, HQ city, HQ state, HQ zip, Mail addr1, Mail addr2, Mail PO box, Mail city, Mail state, Mail zip, HQ phone, HQ fax, County, Dept Type, Organization Type, Website, Number Of Stations, Active Firefighters - Career, Active Firefighters - Volunteer, Active Firefighters - Paid per Call, Non-Firefighting - Civilian, Non-Firefighting - Volunteer, Primary agency for emergency mgmt
"00901","Bladenboro Fire Department","519 W Seaboard ST","","Bladenboro","NC","28320","","","PO Box 455","Bladenboro","NC","28320-0455","910-863-0170","910-863-2386","Bladen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","46","0","0","0","No"
"00709","Blounts Creek Volunteer Fire Department","13965 NC 33 HWY E","","Blounts Creek","NC","27814","","","PO Box 5","Blounts Creek","NC","27814-0005","252-322-5242","","Beaufort","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.blountscreekfiredept.com","1","0","31","0","0","0","No"
"09502","Blowing Rock Fire Department","8001 Valley BLVD","","Blowing Rock","NC","28605","8001 Valley BLVD","","","Blowing Rock","NC","28605-9049","828-295-5221","828-295-4172","Watauga","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","3","26","0","0","0",""
"00813","Blue Jay Volunteer Fire Department","1351 Indian Woods RD","","Windsor","NC","27983","1351 Indian Woods RD","","","Windsor","NC","27983-7533","000-000-0000","","Bertie","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","20","0","0","0",""
"04502","Blue Ridge Fire & Rescue, Inc.","2503 Old Spartanburg RD","","East Flat Rock","NC","28726","2503 Old Spartanburg RD","","","East Flat Rock","NC","28726-2118","828-692-4416","828-692-4419","Henderson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.blueridgefire.com/","2","9","44","0","1","0","No"
"05501","Boger City Volunteer Fire Department","410 McAlister RD","","Lincolnton","NC","28092","410 McAlister RD","","","Lincolnton","NC","28092-4145","704-735-6046","704-736-0911","Lincoln","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","6","0","32","0","0","No"
"01001","Boiling Spring Lakes Fire Rescue","3059 George II HWY","","Southport","NC","28461","3059 George II HWY","","","Southport","NC","28461-7794","910-845-2818","910-845-2878","Brunswick","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","0","45","0","1","1","Yes"
"02304","Boiling Springs Fire & Rescue","149 N Main ST","","Shelby","NC","28152","","","PO Box 321","Boiling Springs","NC","28017-0321","704-434-6881","704-434-6880","Cleveland","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.bsfdnc.org","2","0","0","36","0","0","No"
"02402","Bolton Volunteer Fire and Rescue Department Inc.","225 9TH ST","","Bolton","NC","28423","","","PO Box 253","Bolton","NC","28423-0253","910-655-8654","910-655-8655","Columbus","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","0","Yes"
"01902","Bonlee Fire Department","185 Bonlee Bennett RD","","Bonlee","NC","27213","","","PO Box 236","Bonlee","NC","27213-0236","919-837-5016","919-837-0138","Chatham","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","34","0","0","0","Yes"
"09503","Boone Fire Department","729 W King ST","","Boone","NC","28607","","","PO Box 192","Boone","NC","28607-0192","828-268-6180","828-268-6186","Watauga","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.townofboone.net/182/Fire","3","33","0","12","0","0","No"
"09913","Boonville Community Volunteer Fire Department","207 S Carolina AVE","","Boonville","NC","27011","","","PO Box 57","Boonville","NC","27011-0057","336-367-3018","336-367-7388","Yadkin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","bvfd@27011.org","2","7","22","0","0","0","No"
"08041","Bostian Heights Fire Department","8211 Old Concord RD","","Salisbury","NC","28146","8211 Old Concord RD","","","Salisbury","NC","28146-9100","704-857-0208","704-855-9221","Rowan","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","7","24","0","0","5","No"
"08101","Bostic Volunteer Fire Department","181 N Main ST","","Bostic","NC","28018","","","PO Box 158","Bostic","NC","28018-0158","828-245-2249","828-245-9394","Rutherford","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","0","24","0","0","0","Yes"
"03914","Brassfield Volunteer Fire Department","4128 Old Franklinton RD","1680 NC Hwy 96","Franklinton","NC","27525","4128 Old Franklinton RD","1680 NC Hwy 96","","Franklinton","NC","27525","919-528-2833","","Franklin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","27","0","0","2",""
"02203","Brasstown Fire Department","11179 Old Highway 64 W","","Brasstown","NC","28902","","","PO Box 55","Brasstown","NC","28902-0055","828-837-2819","828-837-2819","Clay","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","1","Yes"
"01275","Brendletown Fire & Rescue","5157 US Highway 64","","Morganton","NC","28655-8659","","","PO Box 945","Morganton","NC","28680-0945","828-584-0394","828-584-7727","Burke","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","38","0","0","3",""
"08802","Brevard Fire Department","95 W Main ST","","Brevard","NC","28712","95 W Main ST","","","Brevard","NC","28712-3648","828-883-3333","828-883-2853","Transylvania","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofbrevard.com/142/Fire","1","4","0","35","0","0","No"
"04213","Brinkleyville Volunteer Fire Department","31720 HWY 561","","Littleton","NC","27823","31720 HWY 561","","","Littleton","NC","27823","252-586-2944","252-586-7263","Halifax","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","20","0","0","0",""
"07803","Britt's Township Volunteer Fire Department","9529 NC Highway 72 E","","Lumberton","NC","28358","","","PO Box 1451","Lumberton","NC","28359-1451","910-738-5441","910-738-5441","Robeson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","0","Yes"
"01613","Broad & Gales Creek Fire Department","3010 Highway 24","","Newport","NC","28570","3010 Highway 24","","","Newport","NC","28570-5083","252-725-0984","","Carteret","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","33","0","0","0","No"
"01124","Broad River Volunteer Fire & Rescue Department","44 Broad River VFD RD","","Black Mountain","NC","28711","44 Broad River VFD RD","","","Black Mountain","NC","28711-8901","828-669-0488","828-669-0438","Buncombe","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","30","0","0","0",""
"09703","Broadway Volunteer Fire Department","1690 Statesville RD","PO Box 819","Wilkesboro","NC","28697","1690 Statesville RD","","PO Box 819","Wilkesboro","NC","28697","336-838-0034","","Wilkes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","28","0","0","0",""
"05107","Brogden Rural Fire Department","3531 Stephens Chapel RD","","Smithfield","NC","27577","3531 Stephens Chapel RD","","","Smithfield","NC","27577","919-934-6262","","Johnston","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","0",""
"09727","Brushy Mountain Volunteer Fire Department, Inc.","7990 Brushy Mountain RD","","Moravian Falls","NC","28654","6324 Brushy Mountain RD","","","Moravian Falls","NC","28654-9865","336-921-3473","336-921-3473","Wilkes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","34","0","0","0",""
"09921","Buck Shoals Volunteer Fire Department","6100 Windsor RD","","Hamptonville","NC","27020","","","PO Box 115","Hamptonville","NC","27020-0115","336-468-2112","336-468-2112","Yadkin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","3",""
"02404","Buckhead Volunteer Fire Department and Rescue Squad","6810 Old Lake RD","","Bolton","NC","28423","6810 Old Lake RD","","","Bolton","NC","28423-8958","910-655-8940","910-655-3660","Columbus","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","8","No"
"04304","Buies Creek Volunteer Fire Department, Inc.","112 Marshbanks ST","","Buies Creek","NC","27506","","","PO Box 447","Buies Creek","NC","27506","910-893-4327","910-893-8475","Harnett","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","7","42","0","0","5",""
"03902","Bullock Volunteer Fire Department","8677 Highway 15 N","","Bullock","NC","27507","","","PO Box 366","Bullock","NC","27507-0366","919-690-1906","919-690-1906","Granville","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","33","0","0","10","No"
"03501","Bunn Rural Fire Association Inc.","505 Main ST","","Bunn","NC","27508","","","PO Box 74","Bunn","NC","27508-0074","919-496-5051","919-497-5492","Franklin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","0","43","0","0","0","No"
"07102","Burgaw Fire Department","109 N Walker ST","","Burgaw","NC","28425","109 N Walker ST","","","Burgaw","NC","28425-5234","910-663-3480","","Pender","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","7","30","0","0","1","No"
"00102","Burlington Fire Department","215 S Church ST","","Burlington","NC","27215","215 S Church ST","","","Burlington","NC","27215-3708","336-229-3563","336-229-3547","Alamance","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.burlington.nc.us/index.aspx?NID=48","5","90","0","0","2","0","No"
"00402","Burnsville Fire, Rescue and Ambulance Service","13380 Highway 742 N","","Polkton","NC","28135-7727","13380 Highway 742 N","","","Polkton","NC","28135-7727","704-826-8302","704-826-6234","Anson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","0",""
"10011","Burnsville Volunteer Fire Department","305 Pineola ST","","Burnsville","NC","28714","","","PO Box 461","Burnsville","NC","28714-0461","828-682-1184","828-682-2414","Yancey","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","19","1","0","0","No"
"07818","Burnt Swamp Philadelphus Fire Volunteer Department","235 JG Farm RD","","Pembroke","NC","28372","235 JG Farm RD","","","Pembroke","NC","28372-8041","910-359-2673","","Robeson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","32","0","0","12","No"
"03903","Butner Public Safety","611 Central AVE","","Butner","NC","27509","611 Central AVE","","","Butner","NC","27509-1919","919-575-6561","919-575-6045","Granville","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","37","10","0","7","0","No"
"01003","Calabash Fire Department, Inc","892 Persimmon RD","","Calabash","NC","28467-2314","892 Persimmon RD","","","Calabash","NC","28467-2314","910-579-2355","910-579-5024","Brunswick","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","9","34","0","1","0",""
"03103","Calypso Volunteer Fire Department Inc","109 SE Center ST","","Calypso","NC","28325","","","PO Box 367","Calypso","NC","28325-0367","919-658-9221","","Duplin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","34","0","0","0","No"
"06322","Cameron Rural Fire Department, Inc.","170 Red Hill RD","","Cameron","NC","28326","","","PO Box 142","Cameron","NC","28326-0142","910-245-4322","910-245-4723","Moore","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","28","0","0","0","No"
"06704","Camp Lejeune Fire & Emergency Services","58 Virginia Dare DR","","Camp Lejeune","NC","28547-2527","58 Virginia Dare DR","","","Camp Lejeune","NC","28547-2527","910-451-7100","910-451-5976","Onslow","Career","Federal government (Department of Defense fire department)","https://www.lejeune.usmc.mil/","10","157","0","0","7","0","Yes"
